Notes_GF,Audio_File_Name,Number_Sentences,Number_LoLexConstrSentences,Number_MedLexConstrSentences,Number_HiLexConstrSentences,TargID_GM,targ,targ_Type,POS,Definition1,Definition1_Source,Definition2,Definition2_Source,Synonyms,Antonyms,Hypernyms,SisterConcepts,Synonym1,Syn1_FSG,Syn1_BSG,Syn1_MESA,Syn1_LSA,Syn1_EAT,Synonym2,Syn2_FSG,Syn2_BSG,Syn2_MESA,Syn2_LSA,Syn2_EAT,Synonym3,Syn3_FSG,Syn3_BSG,Syn3_MESA,Syn3_LSA,Syn3_EAT,MRC_NLET,MRC_NPHN,MRC_NSYL,MRC_BFRQ,MRC_KFFRQ,MRC_TLFRQ,MRC_FAM,MRC_AOA,LWV_DOLVL,LWV_PCTCOR,MRC_CNC,MRC_IMG
NA,Word300_NN_procrastination,NA,NULL,NULL,NULL,300,procrastination,Tier2_hard,NN,"postpone doing what one should be doing (""He did not want to write the letter and procrastinated for days"")",WordNet (via onelook.com),"postpone or delay needlessly (""He procrastinated the matter until it was almost too late"")",WordNet (via onelook.com),,,,,delay,NA,NA,NA,NA,NA,postponement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word301_NN_quandary,NA,NULL,NULL,NULL,301,quandary,Tier2_hard,NN,NA,NA,NA,NA,,,,,situation,NA,NA,NA,NA,NA,plight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word302_AJ_vitiate,NA,NULL,NULL,NULL,302,vitiate,Tier2_hard,AJ,NA,NA,NA,NA,,,,,cancel,NA,NA,NA,NA,NA,invalidate,NA,NA,NA,NA,NA,void,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word303_AJ_tentative,NA,NULL,NULL,NULL,303,tentative,Tier2_hard,AJ,NA,NA,NA,NA,,,,,unsure,NA,NA,NA,NA,NA,undecided,NA,NA,NA,NA,NA,provisional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word304_AJ_abrasive,NA,NULL,NULL,NULL,304,abrasive,Tier2_hard,AJ,lit. -- causing abrasion,WordNet (via onelook.com),"fig. -- sharply disagreeable; rigorous (""An abrasive character"")",WordNet (via onelook.com),,,,,harsh,NA,NA,NA,NA,NA,scathing,NA,NA,NA,NA,NA,caustic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word305_VB_adorn,NA,NULL,NULL,NULL,305,adorn,Tier2_hard,VB,"make more attractive by adding ornament, color, etc.",WordNet (via onelook.com),"be beautiful to look at (""Flowers adorned the tables everywhere"")",WordNet (via onelook.com),,,,,decorate,NA,NA,NA,NA,NA,beautify,NA,NA,NA,NA,NA,embellish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word306_AJ_adventitious,NA,NULL,NULL,NULL,306,adventitious,Tier2_hard,AJ,"associated by chance and not an integral part (""""They had to decide whether his misconduct was adventitious or the result of a flaw in his character"""")",WordNet (via onelook.com),NA,NA,,,,,chance,NA,NA,NA,NA,NA,unexpected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word307_NN_adversity,NA,NULL,NULL,NULL,307,adversity,Tier2_hard,NN,a stroke of ill fortune; a calamitous event,WordNet (via onelook.com),"a state of misfortune or affliction (""Debt-ridden farmers struggling with adversity"")",WordNet (via onelook.com),,,,,trouble,NA,NA,NA,NA,NA,difficulty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word308_AJ_aesthetic,NA,NULL,NULL,NULL,308,aesthetic,Tier2_hard,AJ,aesthetically pleasing,WordNet (via onelook.com),"concerning or characterized by an appreciation of beauty or good taste (""The aesthetic faculties"")",WordNet (via onelook.com),,,,,handsome,NA,NA,NA,NA,NA,attractive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word309_AJ_anodyne,NA,NULL,NULL,NULL,309,anodyne,Tier2_hard,AJ,"capable of relieving pain (""The anodyne properties of certain drugs"")",WordNet (via onelook.com),NA,NA,,,,,comforting,NA,NA,NA,NA,NA,soothing,NA,NA,NA,NA,NA,mollifying,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word310_AJ_antiquated,NA,NULL,NULL,NULL,310,antiquated,Tier2_hard,AJ,so extremely old as seeming to belong to an earlier period,WordNet (via onelook.com),NA,NA,,,,,old,NA,NA,NA,NA,NA,ancient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word311_AJ_apathetic,NA,NULL,NULL,NULL,311,apathetic,Tier2_hard,AJ,"marked by a lack of interest (""An apathetic audience"")",WordNet (via onelook.com),"showing little or no emotion or animation (""A woman who became active rather than apathetic as she grew older"")",WordNet (via onelook.com),,,,,uncaring,NA,NA,NA,NA,NA,indifferent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word312_AJ_archaic,NA,NULL,NULL,NULL,312,archaic,Tier2_hard,AJ,"so extremely old as seeming to belong to an earlier period (""Archaic laws"")",WordNet (via onelook.com),"little evolved from or characteristic of an earlier ancestral type (""Archaic forms of life"")",WordNet (via onelook.com),,,,,old,NA,NA,NA,NA,NA,ancient,NA,NA,NA,NA,NA,antiquated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word313_AJ_arduous,NA,NULL,NULL,NULL,313,arduous,Tier2_hard,AJ,"characterized by toilsome effort to the point of exhaustion; especially physical effort (""Worked their arduous way up the mining valley"")",WordNet (via onelook.com),"difficult to accomplish; demanding considerable mental effort and skill (""The arduous work of preparing a dictionary"")",WordNet (via onelook.com),,,,,difficult,NA,NA,NA,NA,NA,laborious,NA,NA,NA,NA,NA,grueling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word314_AJ_astute,NA,NULL,NULL,NULL,314,astute,Tier2_hard,AJ,"marked by practical hardheaded intelligence (""An astute tenant always reads the small print in a lease"")",WordNet (via onelook.com),NA,NA,,,,,smart,NA,NA,NA,NA,NA,intelligent,NA,NA,NA,NA,NA,canny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word315_AJ_barbed,NA,NULL,NULL,NULL,315,barbed,Tier2_hard,AJ,NA,NA,NA,NA,,,,,sharp,NA,NA,NA,NA,NA,pointy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word316_AJ_bashful,NA,NULL,NULL,NULL,316,bashful,Tier2_hard,AJ,"self-consciously timid (""I never laughed, being bashful"")",WordNet (via onelook.com),"disposed to avoid notice (""They considered themselves a tough outfit and weren't bashful about letting anybody know it"")",WordNet (via onelook.com),,,,,shy,NA,NA,NA,NA,NA,timid,NA,NA,NA,NA,NA,diffident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word317_VB_befuddle,NA,NULL,NULL,NULL,317,befuddle,Tier2_hard,VB,NA,NA,NA,NA,,,,,confuse,NA,NA,NA,NA,NA,confound,NA,NA,NA,NA,NA,perplex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word318_VB_besmirch,NA,NULL,NULL,NULL,318,besmirch,Tier2_hard,VB,list. -- smear so as to make dirty or stained,WordNet (via onelook.com),fig. -- charge falsely or with malicious intent; attack the good name and reputation of someone,WordNet (via onelook.com),,,,,ruin,NA,NA,NA,NA,NA,defile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word319_AJ_bohemian,NA,NULL,NULL,NULL,319,bohemian,Tier2_hard,AJ,"unconventional in especially appearance and behavior (""A bohemian life style"")",WordNet (via onelook.com),NA,NA,,,,,hip,NA,NA,NA,NA,NA,rakish,NA,NA,NA,NA,NA,rakish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word320_AJ_bravado,NA,NULL,NULL,NULL,320,bravado,Tier2_hard,AJ,a swaggering show of courage,WordNet (via onelook.com),NA,NA,,,,,bragging,NA,NA,NA,NA,NA,boasting,NA,NA,NA,NA,NA,hubris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word321_AJ_cantankerous,NA,NULL,NULL,NULL,321,cantankerous,Tier2_hard,AJ,NA,NA,NA,NA,,,,,mean,NA,NA,NA,NA,NA,surly,NA,NA,NA,NA,NA,ornery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word322_NN_clamor,NA,NULL,NULL,NULL,322,clamor,Tier2_hard,NN,a loud harsh or strident noise,WordNet (via onelook.com),"loud and persistent outcry from many people (""He ignored the clamor of the crowd"")",WordNet (via onelook.com),,,,,noise,NA,NA,NA,NA,NA,din,NA,NA,NA,NA,NA,din,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word323_AJ_coincidental,NA,NULL,NULL,NULL,323,coincidental,Tier2_hard,AJ,happening or existing by chance and not because of being planned,Macmillan (via onelook.com),NA,NA,,,,,chance,NA,NA,NA,NA,NA,adventitious,NA,NA,NA,NA,NA,adventitious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word324_AJ_comestible,NA,NULL,NULL,NULL,324,comestible,Tier2_hard,AJ,suitable for use as food,WordNet (via onelook.com),NA,NA,,,,,eatable,NA,NA,NA,NA,NA,edible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word325_NN_composure,NA,NULL,NULL,NULL,325,composure,Tier2_hard,NN,"steadiness of mind under stress (""He accepted their problems with composure and she with equanimity"")",WordNet (via onelook.com),NA,NA,,,,,grace,NA,NA,NA,NA,NA,poise,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word326_AJ_congenial,NA,NULL,NULL,NULL,326,congenial,Tier2_hard,AJ,"suitable to your needs or similar to your nature (""A congenial atmosphere to work in"")",WordNet (via onelook.com),NA,NA,,,,,pleasant,NA,NA,NA,NA,NA,copacetic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word327_NN_consternation,NA,NULL,NULL,NULL,327,consternation,Tier2_hard,NN,a strong feeling of surprise or sudden disappointment that causes confusion,Merriam-Webster (11th ed.),NA,NA,,,,,anger,NA,NA,NA,NA,NA,vexation,NA,NA,NA,NA,NA,vexation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word328_AJ_consummate,NA,NULL,NULL,NULL,328,consummate,Tier2_hard,AJ,"having or revealing supreme mastery or skill (""A consummate artist"")",WordNet (via onelook.com),"perfect and complete in every respect; having all necessary qualities (""Consummate happiness"")",WordNet (via onelook.com),,,,,highest,NA,NA,NA,NA,NA,preeminent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word329_AJ_copacetic,NA,NULL,NULL,NULL,329,copacetic,Tier2_hard,AJ,"completely satisfactory (""His smile said that everything was copacetic"")",WordNet (via onelook.com),NA,NA,,,,,pleasant,NA,NA,NA,NA,NA,congenial,NA,NA,NA,NA,NA,congenial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word330_VB_coruscate,NA,NULL,NULL,NULL,330,coruscate,Tier2_hard,VB,lit. -- reflect brightly,WordNet (via onelook.com),"fig. -- be lively or brilliant or exhibit virtuosity (""His playing coruscated through the concert hall"")",WordNet (via onelook.com),,,,,sparkle,NA,NA,NA,NA,NA,glisten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word331_AJ_cunning,NA,NULL,NULL,NULL,331,cunning,Tier2_hard,AJ,"the use of clever methods to get what you want, especially methods that involve tricking or cheating people",WordNet (via onelook.com),NA,NA,,,,,smart,NA,NA,NA,NA,NA,clever,NA,NA,NA,NA,NA,canny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word332_AJ_curmudgeonly,NA,NULL,NULL,NULL,332,curmudgeonly,Tier2_hard,AJ,"brusque and surly and forbidding (""His curmudgeonly temper"")",WordNet (via onelook.com),NA,NA,,,,,mean,NA,NA,NA,NA,NA,stern,NA,NA,NA,NA,NA,cantankerous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word333_AJ_dauntless,NA,NULL,NULL,NULL,333,dauntless,Tier2_hard,AJ,invulnerable to fear or intimidation,WordNet (via onelook.com),NA,NA,,,,,brave,NA,NA,NA,NA,NA,intrepid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word334_NN_debris,NA,NULL,NULL,NULL,334,debris,Tier2_hard,NN,the remains of something that has been destroyed or broken up,WordNet (via onelook.com),NA,NA,,,,,garbage,NA,NA,NA,NA,NA,trash,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word335_NN_decomposition,NA,NULL,NULL,NULL,335,decomposition,Tier2_hard,NN,the organic phenomenon of rotting,WordNet (via onelook.com),decaying caused by bacterial or fungal action,WordNet (via onelook.com),,,,,rotting,NA,NA,NA,NA,NA,disintegration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word336_VB_diffident,NA,NULL,NULL,NULL,336,diffident,Tier2_hard,VB,"showing modest reserve (""She was diffident when offering a comment on the professor's lecture"")",WordNet (via onelook.com),"lacking self-confidence (""Stood in the doorway diffident and abashed"")",WordNet (via onelook.com),,,,,shy,NA,NA,NA,NA,NA,bashful,NA,NA,NA,NA,NA,timid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word337_AJ_diligent,NA,NULL,NULL,NULL,337,diligent,Tier2_hard,AJ,"quietly and steadily persevering especially in detail or exactness (""A diligent (or patient) worker"")",WordNet (via onelook.com),"characterized by care and perseverance in carrying out tasks (""A diligent detective investigates all clues"")",WordNet (via onelook.com),,,,,careful,NA,NA,NA,NA,NA,persistent,NA,NA,NA,NA,NA,assiduous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word338_NN_discipline,NA,NULL,NULL,NULL,338,discipline,Tier2_hard,NN,the ability to control your own behavior,Macmillan (via onelook.com),NA,NA,,,,,will,NA,NA,NA,NA,NA,temperance,NA,NA,NA,NA,NA,temperance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word339_NA_dissident,NA,NULL,NULL,NULL,339,dissident,Tier2_hard,NA,NA,NA,NA,NA,,,,,outlaw,NA,NA,NA,NA,NA,renegade,NA,NA,NA,NA,NA,renegade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word340_VB_dissuade,NA,NULL,NULL,NULL,340,dissuade,Tier2_hard,VB,"turn away from by persuasion (""Negative campaigning will only dissuade people""",WordNet (via onelook.com),NA,NA,,,,,discourage,NA,NA,NA,NA,NA,deter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word341_AJ_distinctive,NA,NULL,NULL,NULL,341,distinctive,Tier2_hard,AJ,"of a feature that helps to distinguish a person or thing (""Jerusalem has a distinctive Middle East flavor- Curtis Wilkie"")",WordNet (via onelook.com),"serving to distinguish or identify a species or group (""Distinctive tribal tattoos"")",WordNet (via onelook.com),,,,,special,NA,NA,NA,NA,NA,defining,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word342_VB_disintegration,NA,NULL,NULL,NULL,342,disintegration,Tier2_hard,VB,in a decomposed state,WordNet (via onelook.com),total destruction,WordNet (via onelook.com),,,,,rotting,NA,NA,NA,NA,NA,decomposition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word343_VB_emanate,NA,NULL,NULL,NULL,343,emanate,Tier2_hard,VB,"proceed or issue forth, as from a source (""Water emanates from this hole in the ground"")",WordNet (via onelook.com),NA,NA,,,,,appear,NA,NA,NA,NA,NA,emerge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word344_VB_embellish,NA,NULL,NULL,NULL,344,embellish,Tier2_hard,VB,"make more attractive by adding ornament, color, etc.",WordNet (via onelook.com),make more beautiful,WordNet (via onelook.com),,,,,decorate,NA,NA,NA,NA,NA,adorn,NA,NA,NA,NA,NA,beautify,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word345_VB_erode,NA,NULL,NULL,NULL,345,erode,Tier2_hard,VB,"lit. -- remove soil or rock (""Rain eroded the terraces"")",WordNet (via onelook.com),"fig. -- become ground down or deteriorate (""Her confidence eroded"")",WordNet (via onelook.com),,,,,weaken,NA,NA,NA,NA,NA,deteriorate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word346_NN_façade,NA,NULL,NULL,NULL,346,façade,Tier2_hard,NN,lit. -- the face or front of a building,Macmillan (via onelook.com),fig. -- a showy misrepresentation intended to conceal something unpleasant,Macmillan (via onelook.com),,,,,outside,NA,NA,NA,NA,NA,surface,NA,NA,NA,NA,NA,veneer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word347_AJ_facetious,NA,NULL,NULL,NULL,347,facetious,Tier2_hard,AJ,"cleverly amusing in tone (""Facetious remarks"")",WordNet (via onelook.com),NA,NA,,,,,joking,NA,NA,NA,NA,NA,flippant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word348_VB_flinch,NA,NULL,NULL,NULL,348,flinch,Tier2_hard,VB,"draw back, as with fear or pain (""She flinched when they showed the slaughtering of the calf"")",WordNet (via onelook.com),NA,NA,,,,,withdraw,NA,NA,NA,NA,NA,wince,NA,NA,NA,NA,NA,wince,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word349_AJ_flippant,NA,NULL,NULL,NULL,349,flippant,Tier2_hard,AJ,showing inappropriate levity,WordNet (via onelook.com),NA,NA,,,,,joking,NA,NA,NA,NA,NA,facetious,NA,NA,NA,NA,NA,facetious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word350_VB_frolic,NA,NULL,NULL,NULL,350,frolic,Tier2_hard,VB,"play boisterously (""The children frolicked in the garden"")",WordNet (via onelook.com),NA,NA,,,,,play,NA,NA,NA,NA,NA,celebrate,NA,NA,NA,NA,NA,cavort,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word351_AJ_gaudy,NA,NULL,NULL,NULL,351,gaudy,Tier2_hard,AJ,"brightly colored and ugly, or of bad quality",Macmillan (via onelook.com),NA,NA,,,,,ugly,NA,NA,NA,NA,NA,gaudy,NA,NA,NA,NA,NA,hideous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word352_AJ_gaunt,NA,NULL,NULL,NULL,352,gaunt,Tier2_hard,AJ,"very thin especially from disease or hunger or cold (""A nightmare population of gaunt men and skeletal boys"")",WordNet (via onelook.com),NA,NA,,,,,skinny,NA,NA,NA,NA,NA,thin,NA,NA,NA,NA,NA,emaciated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word353_NN_gratitude,NA,NULL,NULL,NULL,353,gratitude,Tier2_hard,NN,"a feeling of thankfulness and appreciation (""He was overwhelmed with gratitude for their help"")",WordNet (via onelook.com),NA,NA,,,,,thanks,NA,NA,NA,NA,NA,appreciation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word354_VB_grouse,NA,NULL,NULL,NULL,354,grouse,Tier2_hard,VB,NA,NA,NA,NA,,,,,complain,NA,NA,NA,NA,NA,kvetch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word355_AJ_grueling,NA,NULL,NULL,NULL,355,grueling,Tier2_hard,AJ,"characterized by toilsome effort to the point of exhaustion; especially physical effort (""A grueling campaign"")",WordNet (via onelook.com),NA,NA,,,,,difficult,NA,NA,NA,NA,NA,arduous,NA,NA,NA,NA,NA,laborious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word356_AJ_haughty,NA,NULL,NULL,NULL,356,haughty,Tier2_hard,AJ,"having or showing arrogant superiority to and disdain of those one views as unworthy (""Haughty aristocrats"")",WordNet (via onelook.com),NA,NA,,,,,proud,NA,NA,NA,NA,NA,arrogant,NA,NA,NA,NA,NA,supercilious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word357_VB_heave,NA,NULL,NULL,NULL,357,heave,Tier2_hard,VB,lift or elevate,WordNet (via onelook.com),throw with great effort,WordNet (via onelook.com),,,,,move,NA,NA,NA,NA,NA,hoist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word358_NN_hermit,NA,NULL,NULL,NULL,358,hermit,Tier2_hard,NN,NA,NA,NA,NA,,,,,loner,NA,NA,NA,NA,NA,outcast,NA,NA,NA,NA,NA,recluse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word359_NN_hubris,NA,NULL,NULL,NULL,359,hubris,Tier2_hard,NN,overbearing pride or presumption,WordNet (via onelook.com),NA,NA,,,,,bragging,NA,NA,NA,NA,NA,boasting,NA,NA,NA,NA,NA,bravado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word360_AJ_inconsolable,NA,NULL,NULL,NULL,360,inconsolable,Tier2_hard,AJ,"sad beyond comforting; incapable of being consoled (""Inconsolable when her son died"")",WordNet (via onelook.com),NA,NA,,,,,crying,NA,NA,NA,NA,NA,wailing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word361_AJ_indifferent,NA,NULL,NULL,NULL,361,indifferent,Tier2_hard,AJ,"showing no care or concern in attitude or action (""Indifferent to the sufferings of others"")",WordNet (via onelook.com),"marked by no especial liking or dislike or preference for one thing over another (""Indifferent about which book you would give them"")",WordNet (via onelook.com),,,,,uncaring,NA,NA,NA,NA,NA,apathetic,NA,NA,NA,NA,NA,apathetic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word362_NN_insight,NA,NULL,NULL,NULL,362,insight,Tier2_hard,NN,NA,NA,NA,NA,,,,,idea,NA,NA,NA,NA,NA,revelation,NA,NA,NA,NA,NA,epiphany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word363_AJ_insuperable,NA,NULL,NULL,NULL,363,insuperable,Tier2_hard,AJ,"incapable of being surmounted or excelled (""Insuperable odds"")",WordNet (via onelook.com),NA,NA,,,,,impossible,NA,NA,NA,NA,NA,insurmountable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word364_AJ_insurmountable,NA,NULL,NULL,NULL,364,insurmountable,Tier2_hard,AJ,"not capable of being surmounted or overcome (""Insurmountable disadvantages"")",WordNet (via onelook.com),NA,NA,,,,,impossible,NA,NA,NA,NA,NA,insuperable,NA,NA,NA,NA,NA,insuperable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word365_AJ_irascible,NA,NULL,NULL,NULL,365,irascible,Tier2_hard,AJ,quickly aroused to anger,WordNet (via onelook.com),"characterized by anger (""An irascible response"")",WordNet (via onelook.com),,,,,grouchy,NA,NA,NA,NA,NA,irritable,NA,NA,NA,NA,NA,cantankerous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word366_VB_kvetch,NA,NULL,NULL,NULL,366,kvetch,Tier2_hard,VB,"express complaints, discontent, displeasure, or unhappiness",WordNet (via onelook.com),NA,NA,,,,,complain,NA,NA,NA,NA,NA,grouse,NA,NA,NA,NA,NA,grouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word367_AJ_limber,NA,NULL,NULL,NULL,367,limber,Tier2_hard,AJ,(used of persons' bodies) capable of moving or bending freely,WordNet (via onelook.com),"(used of e.g. personality traits) readily adaptable (""A limber imagination"")",WordNet (via onelook.com),,,,,flexible,NA,NA,NA,NA,NA,lithe,NA,NA,NA,NA,NA,lithe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Word368_AJ_menacing,NA,NULL,NULL,NULL,368,menacing,Tier2_hard,AJ,"threatening or foreshadowing evil or tragic developments (""His tone became menacing"")",WordNet (via onelook.com),NA,NA,,,,,scary,NA,NA,NA,NA,NA,threatening,NA,NA,NA,NA,NA,baleful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
